LA,URN,LONDON/NON-LONDON,MEDIAN,PUPILS,FSM,FSMBAND,GRANTFUNDING,SELFGENERATEDINCOME,TOTALINCOME,TEACHINGSTAFF,SUPPLYTEACHERS,EDUCATIONSUPPORTSTAFF,PREMISES,BACKOFFICE,CATERING,OTHERSTAFF,ENERGY,LEARNINGRESOURCES,ICT,BOUGHTINPROFESSIONALSERVICES,OTHER,TOTALEXPENDITURE,T1819CAT1,T1819CAT2,T1819CAT3,T1819CAT4,T1819CAT5,T1819SUM,T1819CAT1LA,T1819CAT2LA,T1819CAT3LA,T1819CAT4LA,T1819CAT5LA,T1920CAT1,T1920CAT2,T1920CAT3,T1920CAT4,T1920CAT5,T1920SUM,T1920CAT1LA,T1920CAT2LA,T1920CAT3LA,T1920CAT4LA,T1920CAT5LA,T2021CAT1,T2021CAT2,T2021CAT3,T2021CAT4,T2021CAT5,T2021SUM,T2021CAT1LA,T2021CAT2LA,T2021CAT3LA,T2021CAT4LA,T2021CAT5LA,DCAT1,DCAT2,DCAT3,DCAT4,DCAT5,PGRANTFUNDING,PSELFGENERATEDINCOME,PTEACHINGSTAFF,PSUPPLYTEACHERS,PEDUCATIONSUPPORTSTAFF,PPREMISES,PBACKOFFICE,PCATERING,POTHERSTAFF,PENERGY,PLEARNINGRESOURCES,PICT,PBOUGHTINPROFESSIONALSERVICES,POTHER,PT1819CAT1,PT1819CAT2,PT1819CAT3,PT1819CAT4,PT1819CAT5,PT1819CAT1LA,PT1819CAT2LA,PT1819CAT3LA,PT1819CAT4LA,PT1819CAT5LA,PT1920CAT1,PT1920CAT2,PT1920CAT3,PT1920CAT4,PT1920CAT5,PT1920CAT1LA,PT1920CAT2LA,PT1920CAT3LA,PT1920CAT4LA,PT1920CAT5LA,PT2021CAT1,PT2021CAT2,PT2021CAT3,PT2021CAT4,PT2021CAT5,PT2021CAT1LA,PT2021CAT2LA,PT2021CAT3LA,PT2021CAT4LA,PT2021CAT5LA,PDCAT1,PDCAT2,PDCAT3,PDCAT4,PDCAT5
937,125681,Non-London,Primary,396,12.4,,4561,73,4634,2403,140,846,228,300,134,155,34,75,8,42,125,4490,"2,829",49,235,52,"4,140",975,"2,857",98,361,57,"4,562",2318,84,260,40,4534,1832,2291,98,386,64,4876,2403,140,300,34,4490,1613,2479,98,386,55,4962,85,56,40,-6,-44,98,2,54,3,19,5,7,3,3,1,2,0,1,3,68%,1%,6%,1%,100%,NA,NA,NA,NA,NA,51%,2%,6%,1%,100%,NA,NA,NA,NA,NA,54%,3%,7%,1%,100%,NA,NA,NA,NA,NA,3%,1%,1%,0%,0%
937,125682,Non-London,Primary,410,16.3,,4494,176,4670,2236,46,910,145,308,41,198,24,99,54,72,65,4198,"2,642",52,363,29,"3,863",777,"2,857",98,361,57,"4,562",2048,37,311,28,3880,1456,2291,98,386,64,4876,2236,46,308,24,4198,1584,2479,98,386,55,4962,188,9,-3,-4,318,96,4,53,1,22,3,7,1,5,1,2,1,2,2,68%,1%,9%,1%,100%,NA,NA,NA,NA,NA,53%,1%,8%,1%,100%,NA,NA,NA,NA,NA,53%,1%,7%,1%,100%,NA,NA,NA,NA,NA,0%,0%,-1%,0%,0%
937,125684,Non-London,Primary,206,12.6,,4461,136,4597,2465,48,590,209,322,133,147,55,87,29,48,71,4204,"2,759",-47,662,58,"4,198",766,"2,857",98,361,57,"4,562",2296,107,670,71,4503,1359,2291,98,386,64,4876,2465,48,322,55,4204,1314,2479,98,386,55,4962,169,-59,-348,-16,-299,97,3,59,1,14,5,8,3,3,1,2,1,1,2,66%,-1%,16%,1%,100%,NA,NA,NA,NA,NA,51%,2%,15%,2%,100%,NA,NA,NA,NA,NA,59%,1%,8%,1%,100%,NA,NA,NA,NA,NA,8%,-1%,-7%,-1%,0%
937,125687,Non-London,Primary,193,9.8,,4900,706,5606,2553,103,1134,224,425,131,500,57,155,25,123,75,5505,"3,395",159,369,45,"5,975",2007,"2,857",98,361,57,"4,562",2328,180,476,60,5499,2455,2291,98,386,64,4876,2553,103,425,57,5505,2367,2479,98,386,55,4962,225,-77,-51,-3,6,87,13,46,2,21,4,8,2,9,1,3,0,2,1,57%,3%,6%,1%,100%,NA,NA,NA,NA,NA,42%,3%,9%,1%,100%,NA,NA,NA,NA,NA,46%,2%,8%,1%,100%,NA,NA,NA,NA,NA,4%,-1%,-1%,0%,0%
937,130875,Non-London,Primary,174,19.9,,5021,322,5343,2784,171,783,258,374,137,117,58,155,27,48,209,5121,"2,959",230,338,64,"4,811",1220,"2,857",98,361,57,"4,562",2742,-3,386,68,4937,1744,2291,98,386,64,4876,2784,171,374,58,5121,1734,2479,98,386,55,4962,42,174,-12,-10,184,94,6,54,3,15,5,7,3,2,1,3,1,1,4,62%,5%,7%,1%,100%,NA,NA,NA,NA,NA,56%,0%,8%,1%,100%,NA,NA,NA,NA,NA,54%,3%,7%,1%,100%,NA,NA,NA,NA,NA,-2%,3%,-1%,0%,0%
937,130883,Non-London,Primary,219,24.7,,5108,171,5279,2259,119,1172,407,433,168,187,116,72,59,69,96,5157,"2,917",109,487,88,"4,715",1114,"2,857",98,361,57,"4,562",2071,110,450,119,5237,2487,2291,98,386,64,4876,2259,119,433,116,5157,2230,2479,98,386,55,4962,188,9,-17,-3,-80,97,3,44,2,23,8,8,3,4,2,1,1,1,2,62%,2%,10%,2%,100%,NA,NA,NA,NA,NA,40%,2%,9%,2%,100%,NA,NA,NA,NA,NA,44%,2%,8%,2%,100%,NA,NA,NA,NA,NA,4%,0%,-1%,0%,0%
937,130882,Non-London,Primary,71,25.4,,7450,148,7598,4049,93,671,442,653,205,229,82,140,140,379,159,7242,"3,658",250,504,64,"6,088",1612,"2,857",98,361,57,"4,562",3515,34,646,79,6548,2274,2291,98,386,64,4876,4049,93,653,82,7242,2365,2479,98,386,55,4962,534,59,7,3,694,98,2,56,1,9,6,9,3,3,1,2,2,5,2,60%,4%,8%,1%,100%,NA,NA,NA,NA,NA,54%,1%,10%,1%,100%,NA,NA,NA,NA,NA,56%,1%,9%,1%,100%,NA,NA,NA,NA,NA,2%,0%,-1%,0%,0%
937,130881,Non-London,Primary,136,5.5,,5261,349,5610,2877,107,841,334,417,188,260,81,80,18,158,106,5467,"3,155",102,349,72,"4,752",1074,"2,857",98,361,57,"4,562",2684,108,402,83,5286,2009,2291,98,386,64,4876,2877,107,417,81,5467,1985,2479,98,386,55,4962,193,-1,15,-2,181,94,6,53,2,15,6,8,3,5,1,1,0,3,2,66%,2%,7%,2%,100%,NA,NA,NA,NA,NA,51%,2%,8%,2%,100%,NA,NA,NA,NA,NA,53%,2%,8%,1%,100%,NA,NA,NA,NA,NA,2%,0%,0%,-1%,0%
937,130379,Non-London,Primary,119,17.6,,5921,205,6126,3055,65,723,361,473,144,242,63,120,76,184,190,5696,"3,007",117,372,70,"4,655",1089,"2,857",98,361,57,"4,562",2790,163,454,45,5123,1671,2291,98,386,64,4876,3055,65,473,63,5696,2040,2479,98,386,55,4962,265,-98,19,18,573,97,3,54,1,13,6,8,3,4,1,2,1,3,3,65%,3%,8%,2%,100%,NA,NA,NA,NA,NA,54%,3%,9%,1%,100%,NA,NA,NA,NA,NA,54%,1%,8%,1%,100%,NA,NA,NA,NA,NA,0%,-2%,-1%,0%,0%
937,125688,Non-London,Primary,192,29.6,,5652,339,5991,2047,104,1219,423,370,112,242,52,340,43,201,377,5530,"2,539",309,886,79,"5,112",1299,"2,857",98,361,57,"4,562",1812,565,531,106,5702,2688,2291,98,386,64,4876,2047,104,370,52,5530,2957,2479,98,386,55,4962,235,-461,-161,-54,-172,94,6,37,2,22,8,7,2,4,1,6,1,4,7,50%,6%,17%,2%,100%,NA,NA,NA,NA,NA,32%,10%,9%,2%,100%,NA,NA,NA,NA,NA,37%,2%,7%,1%,100%,NA,NA,NA,NA,NA,5%,-8%,-2%,-1%,0%
937,125689,Non-London,Primary,632,15.7,,4384,194,4578,2157,37,788,269,349,133,166,44,151,87,64,21,4266,"2,711",39,345,56,"4,074",923,"2,857",98,361,57,"4,562",2092,28,329,46,4200,1705,2291,98,386,64,4876,2157,37,349,44,4266,1679,2479,98,386,55,4962,65,9,20,-2,66,96,4,51,1,18,6,8,3,4,1,4,2,2,0,67%,1%,8%,1%,100%,NA,NA,NA,NA,NA,50%,1%,8%,1%,100%,NA,NA,NA,NA,NA,51%,1%,8%,1%,100%,NA,NA,NA,NA,NA,1%,0%,0%,0%,0%
937,125692,Non-London,Primary,190,15.8,,4870,405,5275,2725,89,548,343,349,169,117,59,140,251,34,34,4858,"2,887",86,346,88,"4,643",1236,"2,857",98,361,57,"4,562",2557,15,392,85,4591,1542,2291,98,386,64,4876,2725,89,349,59,4858,1636,2479,98,386,55,4962,168,74,-43,-26,267,92,8,56,2,11,7,7,3,2,1,3,5,1,1,62%,2%,7%,2%,100%,NA,NA,NA,NA,NA,56%,0%,9%,2%,100%,NA,NA,NA,NA,NA,56%,2%,7%,1%,100%,NA,NA,NA,NA,NA,0%,2%,-2%,-1%,0%
937,125696,Non-London,Primary,83,13.3,,5975,261,6236,3286,69,470,341,585,225,129,48,168,84,150,36,5591,"2,871",123,525,61,"4,720",1140,"2,857",98,361,57,"4,562",2930,87,661,66,5559,1815,2291,98,386,64,4876,3286,69,585,48,5591,1603,2479,98,386,55,4962,356,-18,-76,-18,32,96,4,59,1,8,6,10,4,2,1,3,2,3,1,61%,3%,11%,1%,100%,NA,NA,NA,NA,NA,53%,2%,12%,1%,100%,NA,NA,NA,NA,NA,59%,1%,10%,1%,100%,NA,NA,NA,NA,NA,6%,-1%,-2%,0%,0%
937,125701,Non-London,Primary,320,14.4,,4516,209,4725,2315,101,1082,215,259,140,240,55,146,43,68,34,4698,"2,989",44,256,49,"4,324",986,"2,857",98,361,57,"4,562",2175,120,255,56,4652,2046,2291,98,386,64,4876,2315,101,259,55,4698,1968,2479,98,386,55,4962,140,-19,4,-1,46,96,4,49,2,23,5,6,3,5,1,3,1,1,1,69%,1%,6%,1%,100%,NA,NA,NA,NA,NA,47%,3%,5%,1%,100%,NA,NA,NA,NA,NA,49%,2%,6%,1%,100%,NA,NA,NA,NA,NA,2%,-1%,1%,0%,0%
937,125703,Non-London,Primary,264,6.8,,4328,287,4615,2379,71,768,201,428,-14,193,36,104,77,97,19,4359,"2,622",284,455,52,"4,319",906,"2,857",98,361,57,"4,562",2305,38,449,53,4570,1725,2291,98,386,64,4876,2379,71,428,36,4359,1445,2479,98,386,55,4962,74,33,-21,-17,-211,94,6,55,2,18,5,10,0,4,1,2,2,2,0,61%,7%,11%,1%,100%,NA,NA,NA,NA,NA,50%,1%,10%,1%,100%,NA,NA,NA,NA,NA,55%,2%,10%,1%,100%,NA,NA,NA,NA,NA,5%,1%,0%,0%,0%
937,125707,Non-London,Primary,222,16.7,,5372,236,5608,2107,-6,1025,262,351,86,226,57,257,109,109,81,4664,"3,041",71,515,110,"4,562",825,"2,857",98,361,57,"4,562",1737,79,293,105,4093,1879,2291,98,386,64,4876,2107,-6,351,57,4664,2155,2479,98,386,55,4962,370,-85,58,-48,571,96,4,45,0,22,6,8,2,5,1,6,2,2,2,67%,2%,11%,2%,100%,NA,NA,NA,NA,NA,42%,2%,7%,3%,100%,NA,NA,NA,NA,NA,45%,0%,8%,1%,100%,NA,NA,NA,NA,NA,3%,-2%,1%,-2%,0%
937,125708,Non-London,Primary,113,14.8,,5034,364,5398,2684,71,668,295,442,192,304,78,146,153,102,57,5192,"2,392",299,535,98,"4,445",1121,"2,857",98,361,57,"4,562",2384,257,497,97,5073,1838,2291,98,386,64,4876,2684,71,442,78,5192,1917,2479,98,386,55,4962,300,-186,-55,-19,119,93,7,52,1,13,6,9,4,6,2,3,3,2,1,54%,7%,12%,2%,100%,NA,NA,NA,NA,NA,47%,5%,10%,2%,100%,NA,NA,NA,NA,NA,52%,1%,9%,2%,100%,NA,NA,NA,NA,NA,5%,-4%,-1%,0%,0%
937,125710,Non-London,Primary,221,8.1,,4445,107,4552,2382,108,572,246,444,168,132,55,93,38,126,55,4419,"2,688",95,422,64,"4,284",1015,"2,857",98,361,57,"4,562",2219,170,450,62,4437,1536,2291,98,386,64,4876,2382,108,444,55,4419,1430,2479,98,386,55,4962,163,-62,-6,-7,-18,98,2,54,2,13,6,10,4,3,1,2,1,3,1,63%,2%,10%,1%,100%,NA,NA,NA,NA,NA,50%,4%,10%,1%,100%,NA,NA,NA,NA,NA,54%,2%,10%,1%,100%,NA,NA,NA,NA,NA,4%,-2%,0%,0%,0%
937,125713,Non-London,Primary,188,3.2,,4834,66,4900,2676,58,673,305,385,153,95,68,63,42,174,58,4750,"2,641",34,356,63,"4,088",994,"2,857",98,361,57,"4,562",2340,23,415,70,4422,1574,2291,98,386,64,4876,2676,58,385,68,4750,1563,2479,98,386,55,4962,336,35,-30,-2,328,99,1,56,1,14,6,8,3,2,1,1,1,4,1,65%,1%,9%,2%,100%,NA,NA,NA,NA,NA,53%,1%,9%,2%,100%,NA,NA,NA,NA,NA,56%,1%,8%,1%,100%,NA,NA,NA,NA,NA,3%,0%,-1%,-1%,0%
937,125714,Non-London,Primary,100,6,,5216,49,5265,2941,309,546,299,726,237,157,89,99,56,113,78,5650,"3,225",2,524,90,"4,850",1009,"2,857",98,361,57,"4,562",2660,236,521,104,5290,1769,2291,98,386,64,4876,2941,309,726,89,5650,1585,2479,98,386,55,4962,281,73,205,-15,360,99,1,52,5,10,5,13,4,3,2,2,1,2,1,66%,0%,11%,2%,100%,NA,NA,NA,NA,NA,50%,4%,10%,2%,100%,NA,NA,NA,NA,NA,52%,5%,13%,2%,100%,NA,NA,NA,NA,NA,2%,1%,3%,0%,0%
937,125715,Non-London,Primary,175,28.6,,5263,90,5353,2808,43,943,250,547,170,111,52,99,92,171,56,5342,"3,214",35,488,64,"4,714",913,"2,857",98,361,57,"4,562",2691,-60,578,75,5691,2407,2291,98,386,64,4876,2808,43,547,52,5342,1892,2479,98,386,55,4962,117,103,-31,-23,-349,98,2,53,1,18,5,10,3,2,1,2,2,3,1,68%,1%,10%,1%,100%,NA,NA,NA,NA,NA,47%,-1%,10%,1%,100%,NA,NA,NA,NA,NA,53%,1%,10%,1%,100%,NA,NA,NA,NA,NA,6%,2%,0%,0%,0%
937,125716,Non-London,Primary,218,10.2,,4987,98,5085,2614,197,825,472,295,147,165,51,143,31,42,36,5018,"2,773",240,230,51,"4,249",955,"2,857",98,361,57,"4,562",2337,138,263,55,4702,1909,2291,98,386,64,4876,2614,197,295,51,5018,1861,2479,98,386,55,4962,277,59,32,-4,316,98,2,52,4,16,9,6,3,3,1,3,1,1,1,65%,6%,5%,1%,100%,NA,NA,NA,NA,NA,50%,3%,6%,1%,100%,NA,NA,NA,NA,NA,52%,4%,6%,1%,100%,NA,NA,NA,NA,NA,2%,1%,0%,0%,0%
937,125717,Non-London,Primary,105,18.1,,6334,296,6630,2665,77,860,345,550,140,145,48,97,65,161,206,5359,"3,023",167,586,56,"5,113",1281,"2,857",98,361,57,"4,562",2402,156,737,82,5265,1888,2291,98,386,64,4876,2665,77,550,48,5359,2019,2479,98,386,55,4962,263,-79,-187,-34,94,96,4,50,1,16,6,10,3,3,1,2,1,3,4,59%,3%,11%,1%,100%,NA,NA,NA,NA,NA,46%,3%,14%,2%,100%,NA,NA,NA,NA,NA,50%,1%,10%,1%,100%,NA,NA,NA,NA,NA,4%,-2%,-4%,-1%,0%
937,125718,Non-London,Primary,162,25.3,,4924,261,5185,2834,214,955,229,513,198,92,69,93,62,88,22,5369,"3,166",362,456,56,"5,180",1140,"2,857",98,361,57,"4,562",2506,183,473,54,5432,2216,2291,98,386,64,4876,2834,214,513,69,5369,1739,2479,98,386,55,4962,328,31,40,15,-63,95,5,53,4,18,4,10,4,2,1,2,1,2,0,61%,7%,9%,1%,100%,NA,NA,NA,NA,NA,46%,3%,9%,1%,100%,NA,NA,NA,NA,NA,53%,4%,10%,1%,100%,NA,NA,NA,NA,NA,7%,1%,1%,0%,0%
937,125719,Non-London,Primary,192,16.7,,4795,172,4967,2636,83,745,244,347,200,158,33,100,102,164,208,5020,"2,767",110,331,36,"4,087",843,"2,857",98,361,57,"4,562",2308,58,304,39,4350,1641,2291,98,386,64,4876,2636,83,347,33,5020,1921,2479,98,386,55,4962,328,25,43,-6,670,97,3,53,2,15,5,7,4,3,1,2,2,3,4,68%,3%,8%,1%,100%,NA,NA,NA,NA,NA,53%,1%,7%,1%,100%,NA,NA,NA,NA,NA,53%,2%,7%,1%,100%,NA,NA,NA,NA,NA,0%,1%,0%,0%,0%
937,125721,Non-London,Primary,105,11.4,,5449,275,5724,3196,63,923,217,496,222,372,51,114,161,128,27,5970,"3,353",47,409,56,"4,649",784,"2,857",98,361,57,"4,562",3076,20,482,61,5426,1787,2291,98,386,64,4876,3196,63,496,51,5970,2164,2479,98,386,55,4962,120,43,14,-10,544,95,5,54,1,15,4,8,4,6,1,2,3,2,0,72%,1%,9%,1%,100%,NA,NA,NA,NA,NA,57%,0%,9%,1%,100%,NA,NA,NA,NA,NA,54%,1%,8%,1%,100%,NA,NA,NA,NA,NA,-3%,1%,-1%,0%,0%
937,125724,Non-London,Primary,218,16.1,,4234,106,4340,1873,333,581,190,336,154,179,41,128,40,152,63,4070,"2,652",157,283,44,"4,150",1014,"2,857",98,361,57,"4,562",2210,363,303,45,4637,1716,2291,98,386,64,4876,1873,333,336,41,4070,1487,2479,98,386,55,4962,-337,-30,33,-4,-567,98,2,46,8,14,5,8,4,4,1,3,1,4,2,64%,4%,7%,1%,100%,NA,NA,NA,NA,NA,48%,8%,7%,1%,100%,NA,NA,NA,NA,NA,46%,8%,8%,1%,100%,NA,NA,NA,NA,NA,-2%,0%,1%,0%,0%
937,125729,Non-London,Primary,195,6.2,,4657,350,5007,2510,69,625,335,405,143,143,78,96,95,24,118,4641,"2,921",17,607,77,"4,378",756,"2,857",98,361,57,"4,562",2450,-40,481,84,4343,1368,2291,98,386,64,4876,2510,69,405,78,4641,1579,2479,98,386,55,4962,60,109,-76,-6,298,93,7,54,1,13,7,9,3,3,2,2,2,1,3,67%,0%,14%,2%,100%,NA,NA,NA,NA,NA,56%,-1%,11%,2%,100%,NA,NA,NA,NA,NA,54%,1%,9%,2%,100%,NA,NA,NA,NA,NA,-2%,2%,-2%,0%,0%
937,130884,Non-London,Primary,195,9.2,,4919,334,5253,2820,0,578,183,307,132,303,39,63,46,64,-27,4508,"3,413",20,419,44,"4,331",435,"2,857",98,361,57,"4,562",2640,0,304,33,4299,1322,2291,98,386,64,4876,2820,0,307,39,4508,1342,2479,98,386,55,4962,180,0,3,6,209,94,6,63,0,13,4,7,3,7,1,1,1,1,-1,79%,0%,10%,1%,100%,NA,NA,NA,NA,NA,61%,0%,7%,1%,100%,NA,NA,NA,NA,NA,63%,0%,7%,1%,100%,NA,NA,NA,NA,NA,2%,0%,0%,0%,0%
937,130910,Non-London,Primary,213,6.1,,4582,194,4776,2433,44,943,214,309,142,118,48,215,45,84,21,4616,"2,511",74,351,46,"4,011",1029,"2,857",98,361,57,"4,562",2117,64,317,52,4563,2013,2291,98,386,64,4876,2433,44,309,48,4616,1782,2479,98,386,55,4962,316,-20,-8,-4,53,96,4,53,1,20,5,7,3,3,1,5,1,2,0,63%,2%,9%,1%,100%,NA,NA,NA,NA,NA,46%,1%,7%,1%,100%,NA,NA,NA,NA,NA,53%,1%,7%,1%,100%,NA,NA,NA,NA,NA,7%,0%,0%,0%,0%
937,130877,Non-London,Primary,313,27.8,,5092,122,5214,2513,67,1020,202,375,143,96,49,126,69,38,53,4751,"3,126",98,287,59,"4,494",924,"2,857",98,361,57,"4,562",2243,70,403,60,4736,1960,2291,98,386,64,4876,2513,67,375,49,4751,1747,2479,98,386,55,4962,270,-3,-28,-11,15,98,2,53,1,21,4,8,3,2,1,3,1,1,1,70%,2%,6%,1%,100%,NA,NA,NA,NA,NA,47%,1%,9%,1%,100%,NA,NA,NA,NA,NA,53%,1%,8%,1%,100%,NA,NA,NA,NA,NA,6%,0%,-1%,0%,0%
937,130878,Non-London,Primary,298,7.4,,4797,552,5349,2789,44,763,257,284,163,258,54,310,58,63,6,5049,"2,824",40,405,54,"4,412",1089,"2,857",98,361,57,"4,562",2499,37,314,72,4971,2049,2291,98,386,64,4876,2789,44,284,54,5049,1878,2479,98,386,55,4962,290,7,-30,-18,78,90,10,55,1,15,5,6,3,5,1,6,1,1,0,64%,1%,9%,1%,100%,NA,NA,NA,NA,NA,50%,1%,6%,1%,100%,NA,NA,NA,NA,NA,55%,1%,6%,1%,100%,NA,NA,NA,NA,NA,5%,0%,0%,0%,0%
937,134924,Non-London,Primary,264,20.5,,4619,119,4738,2623,44,609,356,223,136,154,68,101,26,93,143,4576,"2,743",158,299,73,"4,330",1057,"2,857",98,361,57,"4,562",2556,156,320,92,4830,1706,2291,98,386,64,4876,2623,44,223,68,4576,1618,2479,98,386,55,4962,67,-112,-97,-24,-254,97,3,57,1,13,8,5,3,3,1,2,1,2,3,63%,4%,7%,2%,100%,NA,NA,NA,NA,NA,53%,3%,7%,2%,100%,NA,NA,NA,NA,NA,57%,1%,5%,1%,100%,NA,NA,NA,NA,NA,4%,-2%,-2%,-1%,0%
937,136507,Non-London,Primary,408,18.8,,4988,25,5013,2620,144,746,382,407,137,127,50,70,56,86,56,4881,"2,764",185,433,52,"4,494",1060,"2,857",98,361,57,"4,562",2244,169,490,64,4839,1872,2291,98,386,64,4876,2620,144,407,50,4881,1660,2479,98,386,55,4962,376,-25,-83,-14,42,100,0,54,3,15,8,8,3,3,1,1,1,2,1,62%,4%,10%,1%,100%,NA,NA,NA,NA,NA,46%,3%,10%,1%,100%,NA,NA,NA,NA,NA,54%,3%,8%,1%,100%,NA,NA,NA,NA,NA,8%,0%,-2%,0%,0%
937,125756,Non-London,Secondary with KS4,539,24.7,,6422,31,6453,2639,43,684,384,543,20,31,78,100,53,215,125,4915,"4,800",69,615,116,"7,227",1627,"3,956",69,599,116,"5,584",3468,189,646,134,6765,2328,2616,84,514,94,4840,2639,43,543,78,4915,1612,3220,34,541,82,5541,-829,-146,-103,-56,"-1,850",100,0,54,1,14,8,11,0,1,2,2,1,4,3,66%,1%,9%,2%,100%,NA,NA,NA,NA,NA,51%,3%,10%,2%,100%,NA,NA,NA,NA,NA,54%,1%,11%,2%,100%,NA,NA,NA,NA,NA,3%,-2%,1%,0%,0%
937,125760,Non-London,Primary,87,3.4,,4684,6,4690,3035,35,670,341,494,144,165,94,118,115,73,74,5358,"3,588",92,505,99,"5,774",1490,"2,857",98,361,57,"4,562",2908,226,541,121,5861,2065,2291,98,386,64,4876,3035,35,494,94,5358,1700,2479,98,386,55,4962,127,-191,-47,-27,-503,100,0,57,1,13,6,9,3,3,2,2,2,1,1,62%,2%,9%,2%,100%,NA,NA,NA,NA,NA,50%,4%,9%,2%,100%,NA,NA,NA,NA,NA,57%,1%,9%,2%,100%,NA,NA,NA,NA,NA,7%,-3%,0%,0%,0%
937,125761,Non-London,Primary,209,32.1,,6351,141,6492,2855,118,1209,361,412,101,125,52,136,34,540,44,5987,"3,666",121,437,65,"5,543",1254,"2,857",98,361,57,"4,562",2643,162,455,68,5632,2304,2291,98,386,64,4876,2855,118,412,52,5987,2550,2479,98,386,55,4962,212,-44,-43,-16,355,98,2,48,2,20,6,7,2,2,1,2,1,9,1,66%,2%,8%,1%,100%,NA,NA,NA,NA,NA,47%,3%,8%,1%,100%,NA,NA,NA,NA,NA,48%,2%,7%,1%,100%,NA,NA,NA,NA,NA,1%,-1%,-1%,0%,0%
937,125762,Non-London,Primary,105,18.1,,4582,204,4786,2430,107,643,287,464,141,154,57,187,35,84,83,4672,"2,813",133,549,59,"4,504",950,"2,857",98,361,57,"4,562",2615,421,575,69,5511,1831,2291,98,386,64,4876,2430,107,464,57,4672,1614,2479,98,386,55,4962,-185,-314,-111,-12,-839,96,4,52,2,14,6,10,3,3,1,4,1,2,2,62%,3%,12%,1%,100%,NA,NA,NA,NA,NA,47%,8%,10%,1%,100%,NA,NA,NA,NA,NA,52%,2%,10%,1%,100%,NA,NA,NA,NA,NA,5%,-6%,0%,0%,0%
937,125763,Non-London,Primary,172,9.3,,5833,1830,7663,2727,42,762,290,666,-28,286,75,40,37,123,81,5101,"3,358",35,698,69,"4,283",123,"2,857",98,361,57,"4,562",2504,48,663,73,5028,1740,2291,98,386,64,4876,2727,42,666,75,5101,1591,2479,98,386,55,4962,223,-6,3,2,73,76,24,53,1,15,6,13,-1,6,1,1,1,2,2,78%,1%,16%,2%,100%,NA,NA,NA,NA,NA,50%,1%,13%,1%,100%,NA,NA,NA,NA,NA,53%,1%,13%,1%,100%,NA,NA,NA,NA,NA,3%,0%,0%,0%,0%
937,125693,Non-London,Primary,90,4.4,,5358,480,5838,3169,23,931,190,844,271,181,87,45,0,78,18,5837,"3,471",45,787,62,"5,218",853,"2,857",98,361,57,"4,562",3024,1,1082,87,6073,1879,2291,98,386,64,4876,3169,23,844,87,5837,1714,2479,98,386,55,4962,145,22,-238,0,-236,92,8,54,0,16,3,14,5,3,1,1,0,1,0,67%,1%,15%,1%,100%,NA,NA,NA,NA,NA,50%,0%,18%,1%,100%,NA,NA,NA,NA,NA,54%,0%,14%,1%,100%,NA,NA,NA,NA,NA,4%,0%,-4%,0%,0%
937,125764,Non-London,Secondary with KS4,1097,25.8,,6122,200,6322,3505,30,713,318,539,117,55,85,196,16,138,135,5847,"3,956",22,568,91,"5,584",947,"3,956",69,599,116,"5,584",3235,68,625,103,5828,1797,2616,84,514,94,4840,3505,30,539,85,5847,1688,3220,34,541,82,5541,270,-38,-86,-18,19,97,3,60,1,12,5,9,2,1,1,3,0,2,2,71%,0%,10%,2%,100%,NA,NA,NA,NA,NA,56%,1%,11%,2%,100%,NA,NA,NA,NA,NA,60%,1%,9%,1%,100%,NA,NA,NA,NA,NA,4%,0%,-2%,-1%,0%
937,125794,Non-London,Special,256,28.5,,17436,1298,18734,7589,516,4664,1164,1387,65,547,319,357,176,382,124,17290,"13,155",489,"1,433",374,"18,857",3406,"13,155",489,"1,433",374,"18,857",8054,264,1468,383,18870,8701,7806,247,1543,328,19771,7589,516,1387,319,17290,7479,4514,232,912,166,10091,-465,252,-81,-64,"-1,580",93,7,44,3,27,7,8,0,3,2,2,1,2,1,70%,3%,8%,2%,100%,NA,NA,NA,NA,NA,43%,1%,8%,2%,100%,NA,NA,NA,NA,NA,44%,3%,8%,2%,100%,NA,NA,NA,NA,NA,1%,2%,0%,0%,0%
937,125805,Non-London,Special,268,29.9,,3329,392,3721,1742,22,613,118,548,106,73,35,64,30,73,81,3505,"15,576",-96,"1,814",259,"20,506",2953,"15,261",320,"2,273",242,"20,818",6976,-14,1515,309,20978,12192,7806,247,1543,328,19771,1742,22,548,35,3505,1158,4514,232,912,166,10091,"-5,234",36,-967,-274,"-17,473",89,11,50,1,17,3,16,3,2,1,2,1,2,2,76%,0%,9%,1%,100%,NA,NA,NA,NA,NA,33%,0%,7%,1%,100%,NA,NA,NA,NA,NA,50%,1%,16%,1%,100%,NA,NA,NA,NA,NA,17%,1%,9%,0%,0%
937,125806,Non-London,Special,126,27.8,,14275,1618,15893,4173,99,2679,750,725,14,160,133,494,74,154,45,9500,"14,946",735,"2,732",224,"21,130",2493,"15,261",320,"2,273",242,"20,818",8156,470,1708,243,20267,9690,7806,247,1543,328,19771,4173,99,725,133,9500,4370,4514,232,912,166,10091,"-3,983",-371,-983,-110,"-10,767",90,10,44,1,28,8,8,0,2,1,5,1,2,0,71%,3%,13%,1%,100%,NA,NA,NA,NA,NA,40%,2%,8%,1%,100%,NA,NA,NA,NA,NA,44%,1%,8%,1%,100%,NA,NA,NA,NA,NA,4%,-1%,0%,0%,0%
