Code,Area,Year,Sex,Ethnicity,Pupils,Attainment8,Progress8
E09000002,Barking and Dagenham,2016/17,All,All Pupils,"2,185",46.7,0.23
E09000002,Barking and Dagenham,2016/17,All,Asian,428,53,0.6
E09000002,Barking and Dagenham,2016/17,All,Black,601,47.4,0.39
E09000002,Barking and Dagenham,2016/17,All,Chinese,3,48,x
E09000002,Barking and Dagenham,2016/17,All,Mixed,124,45.6,x
E09000002,Barking and Dagenham,2016/17,All,White,970,43.3,-0.03
E09000002,Barking and Dagenham,2016/17,Boys,All Pupils,"1,146",43.5,0.01
E09000002,Barking and Dagenham,2016/17,Boys,Asian,220,50.3,0.38
E09000002,Barking and Dagenham,2016/17,Boys,Black,309,42.7,0.11
E09000002,Barking and Dagenham,2016/17,Boys,Chinese,x,x,x
E09000002,Barking and Dagenham,2016/17,Boys,Mixed,x,x,x
E09000002,Barking and Dagenham,2016/17,Boys,White,521,40.9,-0.21
E09000002,Barking and Dagenham,2016/17,Girls,All Pupils,"1,039",50.1,0.47
E09000002,Barking and Dagenham,2016/17,Girls,Asian,208,55.9,0.85
E09000002,Barking and Dagenham,2016/17,Girls,Black,292,52.3,0.68
E09000002,Barking and Dagenham,2016/17,Girls,Chinese,x,x,x
E09000002,Barking and Dagenham,2016/17,Girls,Mixed,x,x,x
E09000002,Barking and Dagenham,2016/17,Girls,White,449,46.1,0.19
E09000003,Barnet,2016/17,All,All Pupils,"3,528",54.7,0.47
E09000003,Barnet,2016/17,All,Asian,539,64.3,0.9
E09000003,Barnet,2016/17,All,Black,478,47.6,0.18
E09000003,Barnet,2016/17,All,Chinese,55,69.1,0.68
E09000003,Barnet,2016/17,All,Mixed,343,54.9,0.39
E09000003,Barnet,2016/17,All,White,"1,728",53.9,0.38
E09000003,Barnet,2016/17,Boys,All Pupils,"1,811",52.3,0.25
E09000003,Barnet,2016/17,Boys,Asian,292,65.3,0.82
E09000003,Barnet,2016/17,Boys,Black,231,44.1,-0.1
E09000003,Barnet,2016/17,Boys,Chinese,30,69,0.59
E09000003,Barnet,2016/17,Boys,Mixed,173,51.1,0.16
E09000003,Barnet,2016/17,Boys,White,880,50.8,0.11
E09000003,Barnet,2016/17,Girls,All Pupils,"1,717",57.2,0.7
E09000003,Barnet,2016/17,Girls,Asian,247,63.1,1
E09000003,Barnet,2016/17,Girls,Black,247,50.8,0.45
E09000003,Barnet,2016/17,Girls,Chinese,25,69.3,0.81
E09000003,Barnet,2016/17,Girls,Mixed,170,58.8,0.63
E09000003,Barnet,2016/17,Girls,White,848,57.2,0.66
E09000004,Bexley,2016/17,All,All Pupils,"3,141",49,-0.05
E09000004,Bexley,2016/17,All,Asian,203,60.4,0.71
E09000004,Bexley,2016/17,All,Black,567,54.9,0.43
E09000004,Bexley,2016/17,All,Chinese,48,60.6,0.56
E09000004,Bexley,2016/17,All,Mixed,185,50.6,-0.07
E09000004,Bexley,2016/17,All,White,"2,086",45.8,-0.27
E09000004,Bexley,2016/17,Boys,All Pupils,"1,558",46.5,-0.23
E09000004,Bexley,2016/17,Boys,Asian,93,56.2,0.43
E09000004,Bexley,2016/17,Boys,Black,265,51.5,0.21
E09000004,Bexley,2016/17,Boys,Chinese,30,57,0.58
E09000004,Bexley,2016/17,Boys,Mixed,77,49.4,-0.13
E09000004,Bexley,2016/17,Boys,White,"1,072",43.8,-0.43
E09000004,Bexley,2016/17,Girls,All Pupils,"1,583",51.5,0.12
E09000004,Bexley,2016/17,Girls,Asian,110,63.9,0.97
E09000004,Bexley,2016/17,Girls,Black,302,57.9,0.63
E09000004,Bexley,2016/17,Girls,Chinese,18,66.6,0.53
E09000004,Bexley,2016/17,Girls,Mixed,108,51.4,-0.03
E09000004,Bexley,2016/17,Girls,White,"1,014",48,-0.1
E09000005,Brent,2016/17,All,All Pupils,"2,908",49,0.49
E09000005,Brent,2016/17,All,Asian,894,51.9,0.95
E09000005,Brent,2016/17,All,Black,698,42.4,0.01
E09000005,Brent,2016/17,All,Chinese,4,66.1,0.51
E09000005,Brent,2016/17,All,Mixed,195,45.8,0.08
E09000005,Brent,2016/17,All,White,507,46.7,0.4
E09000005,Brent,2016/17,Boys,All Pupils,"1,444",46.8,0.32
E09000005,Brent,2016/17,Boys,Asian,444,49.8,0.78
E09000005,Brent,2016/17,Boys,Black,332,39.5,-0.16
E09000005,Brent,2016/17,Boys,Chinese,x,x,x
E09000005,Brent,2016/17,Boys,Mixed,x,x,x
E09000005,Brent,2016/17,Boys,White,245,43.7,0.22
E09000005,Brent,2016/17,Girls,All Pupils,"1,464",51.1,0.66
E09000005,Brent,2016/17,Girls,Asian,450,54.1,1.12
E09000005,Brent,2016/17,Girls,Black,366,45.1,0.15
E09000005,Brent,2016/17,Girls,Chinese,x,x,x
E09000005,Brent,2016/17,Girls,Mixed,x,x,x
E09000005,Brent,2016/17,Girls,White,262,49.5,0.58
E09000006,Bromley,2016/17,All,All Pupils,"3,258",49.8,0.12
E09000006,Bromley,2016/17,All,Asian,182,60.8,0.7
E09000006,Bromley,2016/17,All,Black,296,51.1,0.45
E09000006,Bromley,2016/17,All,Chinese,43,69.2,0.75
E09000006,Bromley,2016/17,All,Mixed,303,51.4,0.35
E09000006,Bromley,2016/17,All,White,"2,231",50.3,0.13
E09000006,Bromley,2016/17,Boys,All Pupils,"1,568",46.9,-0.12
E09000006,Bromley,2016/17,Boys,Asian,82,59.9,0.59
E09000006,Bromley,2016/17,Boys,Black,139,47.6,0.29
E09000006,Bromley,2016/17,Boys,Chinese,21,74,1.02
E09000006,Bromley,2016/17,Boys,Mixed,134,47.3,0.03
E09000006,Bromley,2016/17,Boys,White,"1,079",47.6,-0.11
E09000006,Bromley,2016/17,Girls,All Pupils,"1,690",52.5,0.34
E09000006,Bromley,2016/17,Girls,Asian,100,61.6,0.78
E09000006,Bromley,2016/17,Girls,Black,157,54.1,0.6
E09000006,Bromley,2016/17,Girls,Chinese,22,64.6,0.52
E09000006,Bromley,2016/17,Girls,Mixed,169,54.6,0.61
E09000006,Bromley,2016/17,Girls,White,"1,152",52.8,0.35
E09000007,Camden,2016/17,All,All Pupils,"1,513",48.3,0.05
E09000007,Camden,2016/17,All,Asian,277,46.4,0.16
E09000007,Camden,2016/17,All,Black,318,44.9,0.01
E09000007,Camden,2016/17,All,Chinese,7,70.9,0.63
E09000007,Camden,2016/17,All,Mixed,191,49.3,-0.03
E09000007,Camden,2016/17,All,White,577,49.7,-0.04
E09000007,Camden,2016/17,Boys,All Pupils,635,44.3,-0.24
E09000007,Camden,2016/17,Boys,Asian,141,44.6,-0.01
E09000007,Camden,2016/17,Boys,Black,115,37.6,-0.57
E09000007,Camden,2016/17,Boys,Chinese,x,x,x
E09000007,Camden,2016/17,Boys,Mixed,x,x,x
E09000007,Camden,2016/17,Boys,White,243,46.2,-0.26
E09000007,Camden,2016/17,Girls,All Pupils,878,51.2,0.26
E09000007,Camden,2016/17,Girls,Asian,136,48.3,0.34
E09000007,Camden,2016/17,Girls,Black,203,49,0.31
E09000007,Camden,2016/17,Girls,Chinese,x,x,x
E09000007,Camden,2016/17,Girls,Mixed,x,x,x
E09000007,Camden,2016/17,Girls,White,334,52.2,0.13
E09000001,City of London,2016/17,All,All Pupils,.,.,.
E09000001,City of London,2016/17,All,Asian,.,.,.
E09000001,City of London,2016/17,All,Black,.,.,.
E09000001,City of London,2016/17,All,Chinese,.,.,.
E09000001,City of London,2016/17,All,Mixed,.,.,.
E09000001,City of London,2016/17,All,White,.,.,.
E09000001,City of London,2016/17,Boys,All Pupils,.,.,.
E09000001,City of London,2016/17,Boys,Asian,.,.,.
E09000001,City of London,2016/17,Boys,Black,.,.,.
E09000001,City of London,2016/17,Boys,Chinese,.,.,.
E09000001,City of London,2016/17,Boys,Mixed,.,.,.
E09000001,City of London,2016/17,Boys,White,.,.,.
E09000001,City of London,2016/17,Girls,All Pupils,.,.,.
E09000001,City of London,2016/17,Girls,Asian,.,.,.
E09000001,City of London,2016/17,Girls,Black,.,.,.
E09000001,City of London,2016/17,Girls,Chinese,.,.,.
E09000001,City of London,2016/17,Girls,Mixed,.,.,.
E09000001,City of London,2016/17,Girls,White,.,.,.
E09000008,Croydon,2016/17,All,All Pupils,"3,579",45,0.06
E09000008,Croydon,2016/17,All,Asian,462,51.5,0.58
E09000008,Croydon,2016/17,All,Black,"1,031",43,-0.03
E09000008,Croydon,2016/17,All,Chinese,10,64.5,1.05
E09000008,Croydon,2016/17,All,Mixed,503,47.2,0.04
E09000008,Croydon,2016/17,All,White,"1,338",45.6,0
E09000008,Croydon,2016/17,Boys,All Pupils,"1,716",41.3,-0.19
E09000008,Croydon,2016/17,Boys,Asian,241,48,0.33
E09000008,Croydon,2016/17,Boys,Black,506,39.3,-0.27
E09000008,Croydon,2016/17,Boys,Chinese,5,67.1,0.67
E09000008,Croydon,2016/17,Boys,Mixed,217,44.8,-0.24
E09000008,Croydon,2016/17,Boys,White,621,41.7,-0.23
E09000008,Croydon,2016/17,Girls,All Pupils,"1,863",48.5,0.28
E09000008,Croydon,2016/17,Girls,Asian,221,55.3,0.84
E09000008,Croydon,2016/17,Girls,Black,525,46.6,0.21
E09000008,Croydon,2016/17,Girls,Chinese,5,61.9,1.43
E09000008,Croydon,2016/17,Girls,Mixed,286,49.1,0.25
E09000008,Croydon,2016/17,Girls,White,717,49,0.2
E09000009,Ealing,2016/17,All,All Pupils,"2,722",48.7,0.42
E09000009,Ealing,2016/17,All,Asian,808,50.9,0.75
E09000009,Ealing,2016/17,All,Black,543,44,0.14
E09000009,Ealing,2016/17,All,Chinese,4,47.9,x
E09000009,Ealing,2016/17,All,Mixed,231,48.7,x
E09000009,Ealing,2016/17,All,White,736,50,0.29
E09000009,Ealing,2016/17,Boys,All Pupils,"1,393",46.1,0.23
E09000009,Ealing,2016/17,Boys,Asian,427,48.6,0.6
E09000009,Ealing,2016/17,Boys,Black,268,40.4,-0.11
E09000009,Ealing,2016/17,Boys,Chinese,x,x,x
E09000009,Ealing,2016/17,Boys,Mixed,x,x,x
E09000009,Ealing,2016/17,Boys,White,378,47.5,0.13
E09000009,Ealing,2016/17,Girls,All Pupils,"1,329",51.5,0.61
E09000009,Ealing,2016/17,Girls,Asian,381,53.4,0.92
E09000009,Ealing,2016/17,Girls,Black,275,47.6,0.39
E09000009,Ealing,2016/17,Girls,Chinese,x,x,x
E09000009,Ealing,2016/17,Girls,Mixed,x,x,x
E09000009,Ealing,2016/17,Girls,White,358,52.7,0.47
E12000006,East,2016/17,All,All Pupils,"60,153",46.7,-0.01
E12000006,East,2016/17,All,Asian,"3,457",51.1,0.49
E12000006,East,2016/17,All,Black,"1,831",46.9,0.31
E12000006,East,2016/17,All,Chinese,252,65.1,1.01
E12000006,East,2016/17,All,Mixed,"2,601",47.3,-0.01
E12000006,East,2016/17,All,White,"50,840",46.3,-0.05
E12000006,East,2016/17,Boys,All Pupils,"30,400",44,-0.22
E12000006,East,2016/17,Boys,Asian,"1,784",48.6,0.29
E12000006,East,2016/17,Boys,Black,912,43.1,0.07
E12000006,East,2016/17,Boys,Chinese,141,63.1,0.87
E12000006,East,2016/17,Boys,Mixed,"1,309",44.5,-0.22
E12000006,East,2016/17,Boys,White,"25,645",43.6,-0.27
E12000006,East,2016/17,Girls,All Pupils,"29,753",49.4,0.21
E12000006,East,2016/17,Girls,Asian,"1,673",53.8,0.69
E12000006,East,2016/17,Girls,Black,919,50.7,0.55
E12000006,East,2016/17,Girls,Chinese,111,67.6,1.19
E12000006,East,2016/17,Girls,Mixed,"1,292",50.2,0.2
E12000006,East,2016/17,Girls,White,"25,195",49,0.17
E12000004,East Midlands,2016/17,All,All Pupils,"45,492",45.4,-0.11
E12000004,East Midlands,2016/17,All,Asian,"3,559",49.1,0.46
E12000004,East Midlands,2016/17,All,Black,"1,249",42.6,0.09
E12000004,East Midlands,2016/17,All,Chinese,129,62.8,0.95
E12000004,East Midlands,2016/17,All,Mixed,"1,793",44.3,-0.15
E12000004,East Midlands,2016/17,All,White,"38,155",45.1,-0.17
E12000004,East Midlands,2016/17,Boys,All Pupils,"23,155",42.9,-0.31
E12000004,East Midlands,2016/17,Boys,Asian,"1,868",46.9,0.26
E12000004,East Midlands,2016/17,Boys,Black,642,38.7,-0.13
E12000004,East Midlands,2016/17,Boys,Chinese,55,60.5,1.15
E12000004,East Midlands,2016/17,Boys,Mixed,905,41,-0.39
E12000004,East Midlands,2016/17,Boys,White,"19,359",42.7,-0.36
E12000004,East Midlands,2016/17,Girls,All Pupils,"22,337",47.9,0.1
E12000004,East Midlands,2016/17,Girls,Asian,"1,691",51.6,0.68
E12000004,East Midlands,2016/17,Girls,Black,607,46.7,0.32
E12000004,East Midlands,2016/17,Girls,Chinese,74,64.5,0.82
E12000004,East Midlands,2016/17,Girls,Mixed,888,47.6,0.09
E12000004,East Midlands,2016/17,Girls,White,"18,796",47.6,0.04
E09000010,Enfield,2016/17,All,All Pupils,"3,487",46.2,0.07
E09000010,Enfield,2016/17,All,Asian,277,56.5,0.47
E09000010,Enfield,2016/17,All,Black,854,44.2,0.13
E09000010,Enfield,2016/17,All,Chinese,9,67.6,0.51
E09000010,Enfield,2016/17,All,Mixed,315,47.7,-0.08
E09000010,Enfield,2016/17,All,White,"1,747",45.2,-0.03
E09000010,Enfield,2016/17,Boys,All Pupils,"1,864",44.1,-0.14
E09000010,Enfield,2016/17,Boys,Asian,146,54.9,0.32
E09000010,Enfield,2016/17,Boys,Black,438,41.3,-0.15
E09000010,Enfield,2016/17,Boys,Chinese,5,75.1,0.61
E09000010,Enfield,2016/17,Boys,Mixed,167,47.6,-0.17
E09000010,Enfield,2016/17,Boys,White,947,43,-0.23
E09000010,Enfield,2016/17,Girls,All Pupils,"1,623",48.6,0.31
E09000010,Enfield,2016/17,Girls,Asian,131,58.4,0.63
E09000010,Enfield,2016/17,Girls,Black,416,47.2,0.42
E09000010,Enfield,2016/17,Girls,Chinese,4,58.2,0.35
E09000010,Enfield,2016/17,Girls,Mixed,148,47.7,0.02
E09000010,Enfield,2016/17,Girls,White,800,47.7,0.22
E92000001,England,2016/17,All,All Pupils,"524,932",46.4,-0.03
E92000001,England,2016/17,All,Asian,"52,087",50.2,0.47
E92000001,England,2016/17,All,Black,"27,595",45,0.16
E92000001,England,2016/17,All,Chinese,"2,038",63,0.93
E92000001,England,2016/17,All,Mixed,"23,359",47.1,-0.02
E92000001,England,2016/17,All,White,"405,100",46,-0.11
E92000001,England,2016/17,Boys,All Pupils,"266,822",43.8,-0.24
E92000001,England,2016/17,Boys,Asian,"26,649",47.8,0.28
E92000001,England,2016/17,Boys,Black,"13,713",41.7,-0.06
E92000001,England,2016/17,Boys,Chinese,"1,057",61,0.83
E92000001,England,2016/17,Boys,Mixed,"11,688",44.4,-0.23
E92000001,England,2016/17,Boys,White,"205,961",43.4,-0.32
E92000001,England,2016/17,Girls,All Pupils,"258,110",49.1,0.18
E92000001,England,2016/17,Girls,Asian,"25,438",52.7,0.67
E92000001,England,2016/17,Girls,Black,"13,882",48.3,0.38
E92000001,England,2016/17,Girls,Chinese,981,65.1,1.03
E92000001,England,2016/17,Girls,Mixed,"11,671",49.9,0.19
E92000001,England,2016/17,Girls,White,"199,139",48.7,0.1
E09000011,Greenwich,2016/17,All,All Pupils,"2,166",45.9,-0.05
E09000011,Greenwich,2016/17,All,Asian,188,50.5,0.3
E09000011,Greenwich,2016/17,All,Black,637,46.2,0.09
E09000011,Greenwich,2016/17,All,Chinese,19,59.3,0.57
E09000011,Greenwich,2016/17,All,Mixed,216,45.7,-0.17
E09000011,Greenwich,2016/17,All,White,"1,008",44.6,-0.21
E09000011,Greenwich,2016/17,Boys,All Pupils,"1,135",43.3,-0.26
E09000011,Greenwich,2016/17,Boys,Asian,97,47.9,0.23
E09000011,Greenwich,2016/17,Boys,Black,325,44,-0.13
E09000011,Greenwich,2016/17,Boys,Chinese,6,57.8,0.6
E09000011,Greenwich,2016/17,Boys,Mixed,108,44.2,-0.36
E09000011,Greenwich,2016/17,Boys,White,546,41.7,-0.45
E09000011,Greenwich,2016/17,Girls,All Pupils,"1,031",48.8,0.19
E09000011,Greenwich,2016/17,Girls,Asian,91,53.1,0.38
E09000011,Greenwich,2016/17,Girls,Black,312,48.5,0.32
E09000011,Greenwich,2016/17,Girls,Chinese,13,60,0.56
E09000011,Greenwich,2016/17,Girls,Mixed,108,47.3,0.02
E09000011,Greenwich,2016/17,Girls,White,462,48,0.07
E09000012,Hackney,2016/17,All,All Pupils,"2,002",49.4,0.38
E09000012,Hackney,2016/17,All,Asian,270,50.1,0.4
E09000012,Hackney,2016/17,All,Black,750,46.9,0.4
E09000012,Hackney,2016/17,All,Chinese,9,70.1,1.61
E09000012,Hackney,2016/17,All,Mixed,153,48.2,0.19
E09000012,Hackney,2016/17,All,White,648,52.2,0.37
E09000012,Hackney,2016/17,Boys,All Pupils,917,46.2,0.17
E09000012,Hackney,2016/17,Boys,Asian,128,46.9,0.21
E09000012,Hackney,2016/17,Boys,Black,341,43.2,0.24
E09000012,Hackney,2016/17,Boys,Chinese,5,64,1.46
E09000012,Hackney,2016/17,Boys,Mixed,59,46.6,0.03
E09000012,Hackney,2016/17,Boys,White,306,48.9,0.09
E09000012,Hackney,2016/17,Girls,All Pupils,"1,085",52.1,0.56
E09000012,Hackney,2016/17,Girls,Asian,142,52.9,0.58
E09000012,Hackney,2016/17,Girls,Black,409,50,0.54
E09000012,Hackney,2016/17,Girls,Chinese,4,77.8,1.79
E09000012,Hackney,2016/17,Girls,Mixed,94,49.2,0.29
E09000012,Hackney,2016/17,Girls,White,342,55.1,0.62
E09000013,Hammersmith and Fulham,2016/17,All,All Pupils,"1,313",50.9,0.17
E09000013,Hammersmith and Fulham,2016/17,All,Asian,102,52.4,0.54
E09000013,Hammersmith and Fulham,2016/17,All,Black,341,43.1,-0.13
E09000013,Hammersmith and Fulham,2016/17,All,Chinese,4,70.6,1.25
E09000013,Hammersmith and Fulham,2016/17,All,Mixed,137,46.2,-0.21
E09000013,Hammersmith and Fulham,2016/17,All,White,578,56.6,0.31
E09000013,Hammersmith and Fulham,2016/17,Boys,All Pupils,675,47.2,-0.03
E09000013,Hammersmith and Fulham,2016/17,Boys,Asian,56,49.4,0.48
E09000013,Hammersmith and Fulham,2016/17,Boys,Black,191,41.4,-0.26
E09000013,Hammersmith and Fulham,2016/17,Boys,Chinese,x,x,x
E09000013,Hammersmith and Fulham,2016/17,Boys,Mixed,x,x,x
E09000013,Hammersmith and Fulham,2016/17,Boys,White,266,53.7,0.12
E09000013,Hammersmith and Fulham,2016/17,Girls,All Pupils,638,54.8,0.39
E09000013,Hammersmith and Fulham,2016/17,Girls,Asian,46,56.1,0.62
E09000013,Hammersmith and Fulham,2016/17,Girls,Black,150,45.2,0.02
E09000013,Hammersmith and Fulham,2016/17,Girls,Chinese,x,x,x
E09000013,Hammersmith and Fulham,2016/17,Girls,Mixed,x,x,x
E09000013,Hammersmith and Fulham,2016/17,Girls,White,312,59,0.47
E09000014,Haringey,2016/17,All,All Pupils,"2,127",46.5,0.29
E09000014,Haringey,2016/17,All,Asian,139,49,0.54
E09000014,Haringey,2016/17,All,Black,581,42.1,0.11
E09000014,Haringey,2016/17,All,Chinese,7,59.8,1.58
E09000014,Haringey,2016/17,All,Mixed,211,47,0.09
E09000014,Haringey,2016/17,All,White,"1,024",48.6,0.39
E09000014,Haringey,2016/17,Boys,All Pupils,"1,110",44.6,0.12
E09000014,Haringey,2016/17,Boys,Asian,64,47.7,0.44
E09000014,Haringey,2016/17,Boys,Black,294,38.2,-0.16
E09000014,Haringey,2016/17,Boys,Chinese,4,x,x
E09000014,Haringey,2016/17,Boys,Mixed,110,x,x
E09000014,Haringey,2016/17,Boys,White,537,47.7,0.27
E09000014,Haringey,2016/17,Girls,All Pupils,"1,017",48.6,0.48
E09000014,Haringey,2016/17,Girls,Asian,75,50.1,0.62
E09000014,Haringey,2016/17,Girls,Black,287,46.1,0.41
E09000014,Haringey,2016/17,Girls,Chinese,3,x,x
E09000014,Haringey,2016/17,Girls,Mixed,101,x,x
E09000014,Haringey,2016/17,Girls,White,487,49.7,0.52
E09000015,Harrow,2016/17,All,All Pupils,"2,049",49.7,0.47
E09000015,Harrow,2016/17,All,Asian,898,54.1,0.72
E09000015,Harrow,2016/17,All,Black,329,41.8,0.04
E09000015,Harrow,2016/17,All,Chinese,6,68.5,1.27
E09000015,Harrow,2016/17,All,Mixed,147,49,0.29
E09000015,Harrow,2016/17,All,White,540,47.6,0.31
E09000015,Harrow,2016/17,Boys,All Pupils,"1,029",46.8,0.22
E09000015,Harrow,2016/17,Boys,Asian,459,51.7,0.48
E09000015,Harrow,2016/17,Boys,Black,162,38.5,-0.11
E09000015,Harrow,2016/17,Boys,Chinese,0,.,.
E09000015,Harrow,2016/17,Boys,Mixed,77,48.5,0.1
E09000015,Harrow,2016/17,Boys,White,261,43.2,-0.04
E09000015,Harrow,2016/17,Girls,All Pupils,"1,020",52.6,0.72
E09000015,Harrow,2016/17,Girls,Asian,439,56.8,0.96
E09000015,Harrow,2016/17,Girls,Black,167,44.9,0.2
E09000015,Harrow,2016/17,Girls,Chinese,6,68.5,1.27
E09000015,Harrow,2016/17,Girls,Mixed,70,49.6,0.5
E09000015,Harrow,2016/17,Girls,White,279,51.7,0.63
E09000016,Havering,2016/17,All,All Pupils,"2,794",47.5,-0.04
E09000016,Havering,2016/17,All,Asian,106,52.4,0.63
E09000016,Havering,2016/17,All,Black,340,50.8,0.36
E09000016,Havering,2016/17,All,Chinese,7,66.8,1.41
E09000016,Havering,2016/17,All,Mixed,132,48.2,0.04
E09000016,Havering,2016/17,All,White,"2,141",46.5,-0.15
E09000016,Havering,2016/17,Boys,All Pupils,"1,435",45.6,-0.16
E09000016,Havering,2016/17,Boys,Asian,42,49,0.43
E09000016,Havering,2016/17,Boys,Black,172,48.2,0.18
E09000016,Havering,2016/17,Boys,Chinese,x,x,x
E09000016,Havering,2016/17,Boys,Mixed,x,x,x
E09000016,Havering,2016/17,Boys,White,"1,104",44.9,-0.26
E09000016,Havering,2016/17,Girls,All Pupils,"1,359",49.5,0.09
E09000016,Havering,2016/17,Girls,Asian,64,54.7,0.76
E09000016,Havering,2016/17,Girls,Black,168,53.5,0.54
E09000016,Havering,2016/17,Girls,Chinese,x,x,x
E09000016,Havering,2016/17,Girls,Mixed,x,x,x
E09000016,Havering,2016/17,Girls,White,"1,037",48.3,-0.03
E09000017,Hillingdon,2016/17,All,All Pupils,"3,075",47.1,0.14
E09000017,Hillingdon,2016/17,All,Asian,659,53.1,0.76
E09000017,Hillingdon,2016/17,All,Black,350,43.9,0.24
E09000017,Hillingdon,2016/17,All,Chinese,4,35.4,0.09
E09000017,Hillingdon,2016/17,All,Mixed,324,48.6,0.21
E09000017,Hillingdon,2016/17,All,White,"1,482",44.4,-0.25
E09000017,Hillingdon,2016/17,Boys,All Pupils,"1,631",44.2,-0.09
E09000017,Hillingdon,2016/17,Boys,Asian,358,50.7,0.5
E09000017,Hillingdon,2016/17,Boys,Black,187,40.7,0.02
E09000017,Hillingdon,2016/17,Boys,Chinese,x,x,x
E09000017,Hillingdon,2016/17,Boys,Mixed,x,x,x
E09000017,Hillingdon,2016/17,Boys,White,773,41.1,-0.49
E09000017,Hillingdon,2016/17,Girls,All Pupils,"1,444",50.4,0.4
E09000017,Hillingdon,2016/17,Girls,Asian,301,56,1.07
E09000017,Hillingdon,2016/17,Girls,Black,163,47.7,0.49
E09000017,Hillingdon,2016/17,Girls,Chinese,x,x,x
E09000017,Hillingdon,2016/17,Girls,Mixed,x,x,x
E09000017,Hillingdon,2016/17,Girls,White,709,48,0.01
E09000018,Hounslow,2016/17,All,All Pupils,"2,641",48,0.41
E09000018,Hounslow,2016/17,All,Asian,746,54.2,0.91
E09000018,Hounslow,2016/17,All,Black,353,46.4,0.36
E09000018,Hounslow,2016/17,All,Chinese,7,71.3,0.9
E09000018,Hounslow,2016/17,All,Mixed,184,48.3,0.09
E09000018,Hounslow,2016/17,All,White,958,47.9,0.16
E09000018,Hounslow,2016/17,Boys,All Pupils,"1,392",45.6,0.25
E09000018,Hounslow,2016/17,Boys,Asian,396,51.3,0.72
E09000018,Hounslow,2016/17,Boys,Black,182,44,0.22
E09000018,Hounslow,2016/17,Boys,Chinese,4,69.8,x
E09000018,Hounslow,2016/17,Boys,Mixed,101,45.2,x
E09000018,Hounslow,2016/17,Boys,White,485,46.8,0.06
E09000018,Hounslow,2016/17,Girls,All Pupils,"1,249",50.7,0.57
E09000018,Hounslow,2016/17,Girls,Asian,350,57.6,1.12
E09000018,Hounslow,2016/17,Girls,Black,171,48.9,0.5
E09000018,Hounslow,2016/17,Girls,Chinese,3,73.3,x
E09000018,Hounslow,2016/17,Girls,Mixed,83,52,x
E09000018,Hounslow,2016/17,Girls,White,473,49,0.25
E13000001,Inner London,2016/17,All,All Pupils,"24,971",48.2,0.21
E13000001,Inner London,2016/17,All,Asian,"5,245",50.6,0.52
E13000001,Inner London,2016/17,All,Black,"7,485",45,0.09
E13000001,Inner London,2016/17,All,Chinese,166,61.8,0.96
E13000001,Inner London,2016/17,All,Mixed,"2,427",47.5,0
E13000001,Inner London,2016/17,All,White,"7,327",49.6,0.1
E13000001,Inner London,2016/17,Boys,All Pupils,"12,483",45.6,0.01
E13000001,Inner London,2016/17,Boys,Asian,"2,650",48.4,0.33
E13000001,Inner London,2016/17,Boys,Black,"3,670",41.6,-0.13
E13000001,Inner London,2016/17,Boys,Chinese,95,59.6,0.87
E13000001,Inner London,2016/17,Boys,Mixed,"1,226",44.9,-0.19
E13000001,Inner London,2016/17,Boys,White,"3,694",47.3,-0.1
E13000001,Inner London,2016/17,Girls,All Pupils,"12,488",50.8,0.41
E13000001,Inner London,2016/17,Girls,Asian,"2,595",52.9,0.7
E13000001,Inner London,2016/17,Girls,Black,"3,815",48.3,0.3
E13000001,Inner London,2016/17,Girls,Chinese,71,64.9,1.06
E13000001,Inner London,2016/17,Girls,Mixed,"1,201",50.1,0.2
E13000001,Inner London,2016/17,Girls,White,"3,633",52,0.31
E09000019,Islington,2016/17,All,All Pupils,"1,377",45.6,0.13
E09000019,Islington,2016/17,All,Asian,163,49.2,0.53
E09000019,Islington,2016/17,All,Black,387,43.6,0.15
E09000019,Islington,2016/17,All,Chinese,5,57.2,0.51
E09000019,Islington,2016/17,All,Mixed,155,44.8,0.02
E09000019,Islington,2016/17,All,White,525,44.7,-0.12
E09000019,Islington,2016/17,Boys,All Pupils,715,43.8,-0.07
E09000019,Islington,2016/17,Boys,Asian,75,47.4,0.37
E09000019,Islington,2016/17,Boys,Black,194,40,-0.09
E09000019,Islington,2016/17,Boys,Chinese,x,x,x
E09000019,Islington,2016/17,Boys,Mixed,x,x,x
E09000019,Islington,2016/17,Boys,White,281,43.6,-0.31
E09000019,Islington,2016/17,Girls,All Pupils,662,47.5,0.35
E09000019,Islington,2016/17,Girls,Asian,88,50.8,0.67
E09000019,Islington,2016/17,Girls,Black,193,47.1,0.4
E09000019,Islington,2016/17,Girls,Chinese,x,x,x
E09000019,Islington,2016/17,Girls,Mixed,x,x,x
E09000019,Islington,2016/17,Girls,White,244,46,0.11
E09000020,Kensington and Chelsea,2016/17,All,All Pupils,739,55,0.45
E09000020,Kensington and Chelsea,2016/17,All,Asian,18,55.4,0.4
E09000020,Kensington and Chelsea,2016/17,All,Black,126,50.1,0.43
E09000020,Kensington and Chelsea,2016/17,All,Chinese,5,68.3,0.6
E09000020,Kensington and Chelsea,2016/17,All,Mixed,112,54.5,0.4
E09000020,Kensington and Chelsea,2016/17,All,White,302,56.9,0.37
E09000020,Kensington and Chelsea,2016/17,Boys,All Pupils,433,55.5,0.33
